ID_RBD,DV_RBD,DS_NOM_ESTABLE,ID_REGION_ESTABLE,DS_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,DS_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,ID_TIPO_DEPENDENCIA,DS_TIPO_DEPENDENCIA,ID_RURALIDAD,DS_RURALIDAD, PRIMERA PRIORIDAD , SEGUNDA PRIORIDAD , TERCERA PRIORIDAD , NO PRIORIZADO EN VULNERABILIDAD , SIN INFORMACION ,TOTAL MATRICULA BÁSICA DIC 2020,IVE-SINAE BÁSICA 2021
5,1,JOVINA NARANJO FERNANDEZ,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 171 , 2 , 29 , 39 , 1 , 242 ,83.47107438
8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 222 , 7 , 20 , 22 , 21 , 292 ,85.2739726
9,4,ESCUELA REPUBLICA DE ISRAEL,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 905 , 26 , 93 , 248 , 4 ," 1,276 ",80.2507837
10,8,ESCUELA REPUBLICA DE FRANCIA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 113 , 4 , 10 , 15 , 25 , 167 ,76.04790419
11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 288 , 1 , 5 , 7 , 8 , 309 ,95.14563107
12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 221 , 4 , 19 , 27 , 5 , 276 ,88.4057971
13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 203 , 1 , 7 , 13 , 7 , 231 ,91.34199134
14,0,ESCUELA ROMULO J. PENA MATURANA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 216 , 17 , 8 , 23 , 27 , 291 ,82.81786942
15,9,LICEO ARTISTICO DR. JUAN NOE CREVANI,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 202 , 8 , 20 , 40 ,, 270 ,85.18518519
16,7,ESCUELA REGIMIENTO RANCAGUA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 185 , 8 , 10 , 29 , 28 , 260 ,78.07692308
17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 265 , 6 , 14 , 37 , 18 , 340 ,83.82352941
18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 247 , 5 , 12 , 16 , 12 , 292 ,90.4109589
19,1,ESC. HUMBERTO VALENZUELA GARCIA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 229 , 2 , 8 , 13 , 5 , 257 ,92.99610895
20,5,ESCUELA TUCAPEL,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 318 , 9 , 19 , 25 , 16 , 387 ,89.40568475
22,1,ESCUELA GABRIELA MISTRAL,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 659 , 15 , 47 , 66 , 8 , 795 ,90.6918239
25,6,COLEGIO CENTENARIO DE ARICA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 408 , 9 , 14 , 27 , 10 , 468 ,92.09401709
26,4,ESCUELA REPUBLICA DE ARGENTINA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 170 , 3 , 7 , 24 , 13 , 217 ,82.94930876
27,2,ESCUELA ESMERALDA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 202 , 3 , 11 , 32 , 33 , 281 ,76.8683274
28,0,ESCUELA RICARDO SILVA ARRIAGADA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 279 , 8 , 45 , 73 , 3 , 408 ,81.37254902
29,9,ESCUELA AMERICA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 312 , 17 , 14 , 37 , 35 , 415 ,82.65060241
31,0,ESCUELA DARIO SALAS DIAZ,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 292 , 8 , 11 , 17 , 9 , 337 ,92.28486647
32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 420 , 12 , 28 , 27 , 13 , 500 ,92
33,7,ESCUELA CARLOS CONDELL DE LA HAZA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 150 , 9 , 2 , 6 , 1 , 168 ,95.83333333
35,3,ESCUELA GRAL. MANUEL BAQUEDANO,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 58 , 4 , 3 , 11 , 3 , 79 ,82.27848101
36,1,ESCUELA IGNACIO CARRERA PINTO,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),0,Urbano, 185 , 6 , 9 , 27 , 15 , 242 ,82.6446281
38,8,ESCUELA ESPAÑA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 392 , 17 , 8 , 10 , 2 , 429 ,97.2027972
39,6,ESCUELA PAMPA ALGODONAL,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 40 , 2 , 7 , 12 , 4 , 65 ,75.38461538
41,8,ESCUELA VALLE DE CHACA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 30 , 6 , 2 , 2 , 4 , 44 ,86.36363636
42,6,ESCUELA MOLINOS LLUTA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,6,Servicio Local de Educación(SLE),1,Rural, 14 , 1 ,, 3 , 1 , 19 ,78.94736842
45,0,COLEGIO ITALIANO SANTA ANA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano, 399 , 10 , 53 , 97 , 9 , 568 ,81.33802817
50,7,COLEGIO ADVENTISTA DE ARICA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano, 254 , 10 , 28 , 68 ,, 360 ,81.11111111
52,3,LICEO BICENTENARIO DOMINGO SANTA MARIA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano," 1,379 ", 48 , 161 , 237 , 60 ," 1,885 ",84.24403183
56,6,COLEGIO SAN MARCOS DE ARICA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano, 274 , 12 , 47 , 281 , 20 , 634 ,52.52365931
60,4,COLEGIO ALEMAN DE ARICA,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano, 361 , 12 , 38 , 131 , 6 , 548 ,75
67,1,ABRAHAM LINCOLN SCHOOL,15,Región de Arica y Parinacota,151,Arica,15101,Arica,3,Particular Subvencionado,0,Urbano, 304 , 12 , 61 , 178 , 6 , 561 ,67.20142602
70,1,ESCUELA VALLE DE ESQUINA,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 5 ,,,, 4 , 9 ,55.55555556
72,8,LICEO VALLE DE CODPA,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 25 , 4 , 2 , 5 , 9 , 45 ,68.88888889
73,6,ESCUELA VALLE DE COBIJA,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
74,4,ESCUELA VALLE DE CAMARONES,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 15 ,,,,, 15 ,100
75,2,ESCUELA VALLE DE GUANACAGUA,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 4 ,,,,, 4 ,100
76,0,ESCUELA VALLE DE CUYA,15,Región de Arica y Parinacota,151,Arica,15102,Camarones,6,Servicio Local de Educación(SLE),1,Rural, 3 ,,, 1 ,, 4 ,75
78,7,LICEO GRANADEROS,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 102 , 5 , 6 , 6 , 7 , 126 ,89.68253968
79,5,ESCUELA EL MARQUEZ,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 8 , 1 ,,, 2 , 11 ,81.81818182
81,7,ESCUELA PAYACHATAS,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 5 ,,,,, 5 ,100
82,5,ESCUELA SAN FRANCISCO DE ASIS,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,,,, 1 ,100
83,3,ESCUELA COTA COTANI,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 4 , 1 ,,,, 5 ,100
84,1,ESCUELA LOS ALAMOS,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
86,8,ESCUELA SAN SANTIAGO DE BELEN,15,Región de Arica y Parinacota,152,Parinacota,15201,Putre,6,Servicio Local de Educación(SLE),1,Rural, 9 ,,,,, 9 ,100
87,6,ESCUELA ANCOLACANE,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 3 ,,,,, 3 ,100
88,4,ESCUELA ALCERRECA,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
89,2,ESCUELA HUMAPALCA,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,,,, 1 ,100
90,6,ESCUELA INTERNADO VISVIRI,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 20 , 3 , 1 ,, 4 , 28 ,85.71428571
91,4,ESCUELA COSAPILLA,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,,,, 1 ,100
92,2,ESCUELA CHISLLUMA,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 1 ,,, 2 ,, 3 ,33.33333333
93,0,ESCUELA CHUJLLUTA,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 5 ,,,, 2 , 7 ,71.42857143
94,9,ESCUELA GUACOYO,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 8 ,,,,, 8 ,100
95,7,ESCUELA COLPITAS,15,Región de Arica y Parinacota,152,Parinacota,15202,General Lagos,6,Servicio Local de Educación(SLE),1,Rural, 2 ,,,,, 2 ,100
103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 250 , 21 , 20 , 41 , 5 , 337 ,86.35014837
106,6,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,1,Región de Tarapacá,11,Iquique,1101,Iquique,5,Administración Delegada (C. P. 3166),0,Urbano, 33 , 1 , 3 , 5 , 10 , 52 ,71.15384615
107,4,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 32 , 5 , 2 ,, 36 , 75 ,52
109,0,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 170 , 13 , 20 , 31 , 28 , 262 ,77.48091603
110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 393 , 17 , 48 , 78 , 26 , 562 ,81.49466192
111,2,ESCUELA GABRIELA MISTRAL,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 359 , 20 , 25 , 68 , 55 , 527 ,76.66034156
112,0,ESCUELA EDUARDO LLANOS,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 367 , 37 , 39 , 84 , 44 , 571 ,77.58318739
113,9,ESCUELA ALMIRANTE PATRICIO LYNCH,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 401 , 82 , 33 , 124 , 142 , 782 ,65.98465473
114,7,ESCUELA PLACIDO VILLARROEL,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 232 , 46 , 35 , 85 , 57 , 455 ,68.79120879
116,3,COLEGIO REPUBLICA DE CROACIA,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 306 , 59 , 22 , 92 , 71 , 550 ,70.36363636
117,1,ESCUELA PAULA JARAQUEMADA ALQUIZAR,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 325 , 30 , 29 , 123 , 59 , 566 ,67.84452297
119,8,ESCUELA CENTENARIO,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 254 , 37 , 27 , 103 , 58 , 479 ,66.38830898
122,8,ESCUELA THILDA PORTILLO OLIVARES,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 206 , 11 , 12 , 42 , 23 , 294 ,77.89115646
123,6,COLEGIO ESPANA,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 267 , 15 , 27 , 30 , 41 , 380 ,81.31578947
125,2,ESCUELA PROFESOR MANUEL CASTRO RAMOS,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 484 , 27 , 71 , 114 , 41 , 737 ,78.9687924
126,0,COLEGIO REPUBLICA DE ITALIA,1,Región de Tarapacá,11,Iquique,1101,Iquique,1,Corporación Municipal,0,Urbano, 388 , 23 , 35 , 76 , 47 , 569 ,78.3831283
127,9,LICEO MARIA AUXILIADORA,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 361 , 11 , 54 , 183 , 9 , 618 ,68.93203883
129,5,LICEO SUPERIOR GABRIELA MISTRAL,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 68 , 12 , 12 , 22 , 37 , 151 ,60.92715232
130,9,COLEGIO NORTH COLLEGE,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 145 , 15 , 37 , 73 , 5 , 275 ,71.63636364
131,7,COLEGIO ESCASCE,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 158 , 16 , 17 , 42 , 16 , 249 ,76.70682731
132,5,COLEGIO BAJO MOLLE,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 428 , 50 , 81 , 454 , 39 ," 1,052 ",53.13688213
133,3,COLEGIO ADVENTISTA DE IQUIQUE,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 338 , 14 , 46 , 99 , 5 , 502 ,79.28286853
134,1,LICEO ATENEA,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 148 , 8 , 23 , 50 , 17 , 246 ,72.76422764
144,9,COLEGIO IQUIQUE YOUNG SCHOOL,1,Región de Tarapacá,11,Iquique,1101,Iquique,3,Particular Subvencionado,0,Urbano, 160 , 8 , 23 , 40 , 3 , 234 ,81.62393162
154,6,ESCUELA BASICA FRONTERIZA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 36 , 1 , 1 ,, 6 , 44 ,86.36363636
156,2,ESCUELA PISAGUA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 25 , 2 , 2 , 1 ,, 30 ,96.66666667
158,9,ESCUELA CHIAPA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 3 ,, 2 ,,, 5 ,100
159,7,ESCUELA JAINA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 3 ,,,,, 3 ,100
160,0,ESCUELA PACHICA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 21 , 3 ,, 1 , 1 , 26 ,92.30769231
161,9,LICEO DE HUARA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 159 , 9 , 6 , 14 , 7 , 195 ,89.23076923
162,7,ESCUELA SIBAYA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 36 , 1 ,, 1 ,, 38 ,97.36842105
165,1,ESCUELA CHUSMIZA,1,Región de Tarapacá,14,Tamarugal,1404,Huara,2,Municipal DAEM,1,Rural, 3 , 1 ,,,, 4 ,100
167,8,ESCUELA CAMINA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 96 , 5 , 5 , 9 , 1 , 116 ,91.37931034
168,6,ESCUELA CUISAMA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 2 ,,,,, 2 ,100
169,4,ESCUELA QUISTAGAMA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 7 ,,, 1 ,, 8 ,87.5
170,8,ESCUELA NAMA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 3 ,,,,, 3 ,100
171,6,ESCUELA APAMILCA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 3 ,,,,, 3 ,100
172,4,ESCUELA CHAPIQUILTA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 5 ,,,,, 5 ,100
173,2,ESCUELA MOQUELLA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 14 ,,, 1 ,, 15 ,93.33333333
174,0,ESCUELA FRANCIA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 17 ,,,, 3 , 20 ,85
175,9,ESCUELA YALA YALA,1,Región de Tarapacá,14,Tamarugal,1402,Camiña,2,Municipal DAEM,1,Rural, 7 ,,,,, 7 ,100
177,5,ESCUELA BASICA CARIQUIMA,1,Región de Tarapacá,14,Tamarugal,1403,Colchane,2,Municipal DAEM,1,Rural, 6 , 2 ,,, 2 , 10 ,80
178,3,LICEO TECNICO PROFESIONAL COLCHANE,1,Región de Tarapacá,14,Tamarugal,1403,Colchane,2,Municipal DAEM,1,Rural, 71 , 1 , 3 , 4 , 7 , 86 ,87.20930233
179,1,ESCUELA BASICA MAUQUE,1,Región de Tarapacá,14,Tamarugal,1403,Colchane,2,Municipal DAEM,1,Rural, 1 , 1 ,,,, 2 ,100
185,6,ESCUELA BASICA PISIGA-CHOQUE,1,Región de Tarapacá,14,Tamarugal,1403,Colchane,2,Municipal DAEM,1,Rural, 8 ,,,, 2 , 10 ,80
186,4,ESCUELA BASICA ENQUELGA,1,Región de Tarapacá,14,Tamarugal,1403,Colchane,2,Municipal DAEM,1,Rural, 1 ,, 1 ,,, 2 ,100
187,2,ESCUELA VERTIENTE DEL SABER,1,Región de Tarapacá,14,Tamarugal,1405,Pica,2,Municipal DAEM,1,Rural, 188 , 8 , 16 , 42 , 7 , 261 ,81.22605364
188,0,ESC. MATILLA DE NUEVA EXTREMADURA,1,Región de Tarapacá,14,Tamarugal,1405,Pica,2,Municipal DAEM,1,Rural, 114 , 9 , 4 , 24 , 4 , 155 ,81.93548387
192,9,ESCUELA BASICA MAMINA,1,Región de Tarapacá,14,Tamarugal,1401,Pozo Almonte,1,Corporación Municipal,1,Rural, 32 , 1 ,, 2 , 2 , 37 ,89.18918919
193,7,ESCUELA BASICA POZO ALMONTE,1,Región de Tarapacá,14,Tamarugal,1401,Pozo Almonte,1,Corporación Municipal,1,Rural, 406 , 23 , 25 , 87 , 6 , 547 ,82.99817185
195,3,ESCUELA BASICA LA TIRANA,1,Región de Tarapacá,14,Tamarugal,1401,Pozo Almonte,1,Corporación Municipal,1,Rural, 176 , 11 , 5 , 15 , 3 , 210 ,91.42857143
196,1,ESCUELA BASICA HUATACONDO,1,Región de Tarapacá,14,Tamarugal,1401,Pozo Almonte,1,Corporación Municipal,1,Rural, 3 , 1 , 1 ,,, 5 ,100
198,8,ESCUELA BASICA LA HUAYCA,1,Región de Tarapacá,14,Tamarugal,1401,Pozo Almonte,1,Corporación Municipal,1,Rural, 59 , 3 , 1 , 9 , 5 , 77 ,81.81818182
201,1,ESCUELA CARLOS CONDELL DE LA HAZA,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,2,Municipal DAEM,0,Urbano, 371 , 3 , 18 , 50 , 9 , 451 ,86.91796009
203,8,ESCUELA PABLO NERUDA,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,2,Municipal DAEM,0,Urbano, 431 , 8 , 12 , 29 , 7 , 487 ,92.60780287
204,6,ESCUELA L.GRAL.BERNARDO O´HIGGINS R.,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,2,Municipal DAEM,0,Urbano, 384 , 13 , 15 , 51 , 4 , 467 ,88.22269807
205,4,ESCUELA ARTURO PRAT CHACON,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,2,Municipal DAEM,0,Urbano, 306 , 9 , 5 , 23 , 29 , 372 ,86.02150538
206,2,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,2,Municipal DAEM,0,Urbano, 312 , 5 , 13 , 23 , 1 , 354 ,93.22033898
208,9,COLEGIO SAGRADA FAMILIA,2,Región de Antofagasta,23,Tocopilla,2301,Tocopilla,3,Particular Subvencionado,0,Urbano, 366 , 24 , 37 , 197 , 7 , 631 ,67.6703645
210,0,ESCUELA ARTURO PEREZ CANTO,2,Región de Antofagasta,23,Tocopilla,2302,María Elena,2,Municipal DAEM,0,Urbano, 328 , 23 , 26 , 144 , 18 , 539 ,69.94434137
214,3,ESCUELA IGNACIO CARRERA PINTO,2,Región de Antofagasta,23,Tocopilla,2302,María Elena,2,Municipal DAEM,1,Rural, 22 ,, 3 , 1 , 2 , 28 ,89.28571429
223,2,ESCUELA CLAUDIO ARRAU,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 331 , 51 , 33 , 105 , 73 , 593 ,69.98313659
224,0,ESCUELA GRECIA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 700 , 44 , 69 , 141 , 76 ," 1,030 ",78.93203883
225,9,ESCUELA REPUBLICA DE BOLIVIA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 727 , 26 , 89 , 167 , 7 ," 1,016 ",82.87401575
226,7,ESCUELA BASICA EMILIO SOTOMAYOR,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 632 , 26 , 83 , 151 , 28 , 920 ,80.54347826
227,5,ESCUELA BASICA PRESIDENTE BALMACEDA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 908 , 96 , 100 , 284 , 178 ," 1,566 ",70.49808429
228,3,ESCUELA BASICA VADO DE TOPATER,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 348 , 27 , 45 , 125 , 68 , 613 ,68.51549755
229,1,ESCUELA REPUBLICA DE CHILE,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 339 , 37 , 44 , 135 , 79 , 634 ,66.24605678
230,5,ESCUELA BASICA ANDRES BELLO,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 423 , 27 , 47 , 99 , 31 , 627 ,79.26634769
231,3,ESCUELA BASICA JOHN FITZGERALD KENNEDY,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 445 , 23 , 92 , 141 , 14 , 715 ,78.32167832
232,1,ESCUELA BASICA PEDRO VERGARA KELLER,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 381 , 76 , 25 , 63 , 78 , 623 ,77.36757624
239,9,ESCUELA BASICA 21 DE MAYO,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 471 , 24 , 48 , 67 , 72 , 682 ,79.61876833
240,2,ESCUELA BASICA REPUBLICA DE FRANCIA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,0,Urbano, 431 , 23 , 56 , 120 , 12 , 642 ,79.43925234
243,7,ESCUELA BASICA PUKARA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,1,Rural, 13 ,, 1 , 7 ,, 21 ,66.66666667
246,1,ESCUELA BASICA SENORA DE LA CANDELARIA,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,1,Rural, 10 , 1 ,,,, 11 ,100
248,8,ESCUELA BASICA SAN JOSE,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,1,Rural, 4 ,,,,, 4 ,100
252,6,ESCUELA BASICA SAN FRANCISCO,2,Región de Antofagasta,22,El Loa,2201,Calama,1,Corporación Municipal,1,Rural, 62 , 1 , 5 , 11 , 6 , 85 ,80
253,4,COLEGIO ADVENTISTA DE CALAMA,2,Región de Antofagasta,22,El Loa,2201,Calama,3,Particular Subvencionado,0,Urbano, 358 , 11 , 66 , 187 , 5 , 627 ,69.37799043
254,2,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,2,Región de Antofagasta,22,El Loa,2201,Calama,3,Particular Subvencionado,0,Urbano, 409 , 18 , 66 , 215 , 29 , 737 ,66.89280868
255,0,COLEGIO EJERCITO DE SALVACION,2,Región de Antofagasta,22,El Loa,2201,Calama,3,Particular Subvencionado,0,Urbano, 509 , 26 , 83 , 151 , 14 , 783 ,78.92720307
